ID,Description_lang
2,Максимальный запас золота
3,Максимальный запас золота
5,Количество верховых животных
6,Количество средств передвижения
8,Наденьте тыквы на головы представителям следующих рас.
9,Дворф
10,Гном
11,Эльф крови
12,Дреней
13,Человек
14,Ночной эльф
15,Орк
16,Таурен
17,Тролль
18,Нежить
19,Ворген
20,Гоблин
22,Проиграно дуэлей
23,Проиграно дуэлей
25,"Смерти от боссов, рейд Lich King (25 игроков)"
26,Разрушитель XT-002
27,Фрейя
28,Мимирон
29,Генерал Везакс
30,Йогг-Сарон
31,Алгалон Наблюдатель
32,Эмалон Страж Бури
33,"""Огненный Левиафан"""
34,Острокрылая
35,Повелитель горнов Игнис
36,Ауриайя
37,Ходир
38,Сталелом
39,Буревестник Брундир
40,Кологарн
41,Таддиус
42,Тан Корт'азз
43,Лоскутик
44,Сапфирон
45,Кел'Тузад
46,Леди Бломе
47,Барон Ривендер
48,Нот Чумной
49,Хейган Нечестивый
50,Аркавон Страж Камня
51,Ануб'Рекан
52,Глут
53,Готик Жнец
54,Великая вдова Фарлина
55,Гроббулус
56,Инструктор Разувий
57,Лотхиб
58,Мексна
59,Сартарион
60,Ануб'арак
61,Леди Смертный Шепот
62,Торавон Страж Льда
63,Гниломорд
64,Ледяной Рев
65,Сэр Зелиек
66,Малигос
67,Лорд Джараксус
68,Фьола Погибель Света
69,Лорд Ребрад
70,Саурфанг Смертоносный
71,Кровавая королева Лана'тель
72,Синдрагоса
73,Король-лич
74,Тухлопуз
75,Профессор Мерзоцид
76,Эйдис Погибель Тьмы
77,Мастер рун Молгейм
78,Торим
80,"Заслужите звание ""Главнокомандующий""."
81,Главнокомандующий
83,"Заслужите звание ""Лейтенант-командор""."
84,Лейтенант-командор
86,"Заслужите звание ""Рыцарь""."
87,Рыцарь
89,Хранилище тайн (вторая часть подземелий Могу'шан)
90,Четыре короля
91,Элегон
92,Воля императора
97,Выстрелите из 10 праздничных хлопушек за 30 секунд или менее.
98,Выстрелите из 10 праздничных хлопушек за 30 секунд или менее.
103,Почтите огни Калимдора.
104,Ясеневый лес
105,Остров Кровавой Дымки
106,Пустоши
107,Фералас
108,Тельдрассил
109,Танарис
110,Пылевые топи
111,Остров Лазурной Дымки
112,Силитус
113,Зимние Ключи
114,Темные берега
115,Южные степи
117,"Выиграйте 10 сражений в низине Арати, захватив все 5 флагов."
118,10 побед в низине Арати с удержанием пяти баз
120,Убейте Синигосу в Аметистовой крепости в героическом режиме.
121,Синигоса
123,Получите большого ледяного мамонта.
124,Большой ледяной мамонт
125,Большой ледяной мамонт
126,Большой ледяной мамонт
127,Большой ледяной мамонт
129,"Выиграйте сражение в низине Арати, опередив противника на 50 очков или менее."
130,"Выиграйте сражение в низине Арати, опередив противника на 50 очков или менее."
132,Гордый владелец желтой кружки Хмельного фестиваля 2007.
133,Полная желтая кружка Хмельного фестиваля
134,Полная желтая кружка Хмельного фестиваля
135,Полная желтая кружка Хмельного фестиваля
136,Полная желтая кружка Хмельного фестиваля
137,Желтая кружка Хмельного фестиваля
138,Полная желтая кружка Хмельного фестиваля
140,Смерти в ущелье Песни Войны
141,Смерти в ущелье Песни Войны
143,Смерти от Дрек'Тара
144,Смертей от Дрек'Тара
146,Количество распыленных вещей
147,Распыленные предметы
149,Повысьте навык оказания первой помощи до 225.
150,Повысьте навык оказания первой помощи до 225.
152,Убейте Кил'джедена на плато Солнечного Колодца.
153,Кил'джеден
154,Корона Датремара
155,Шлем чистоты тайного знания
156,Маска яростного охотника
157,Аполион Проявитель Душ
158,Плащ смертного греха
159,Капюшон Аллерии
160,Клобук Гул'дана
161,Корона Анастериана
162,Крест Апокалипсиса
163,Молот посвящения
164,Боевые рукавицы рассвета
165,Шлем обжигающей праведности
166,Солнечное сияние
167,Кольчужные рукавицы кель'таласского следопыта
168,Шлем твердости Утера
169,Маска Двуличия
170,Покров Урсола Мудрого
171,Бармица Темного кудесника
172,Потрепанная накидка Антонидаса
173,Боевые рукавицы оскверненных миров
174,Капюшон вождя Нер'зула
175,Син'дорайский золотой посох
176,Рука Искусителя
177,"Тори'дал, Звездная Ярость"
178,Убор Урсока Могущественного
179,Перчатки могущества Тири
180,Боевые захваты Приграничья
181,Клобук чистейшего света
183,"Пока ваша команда удерживает 4 башни на Оке Бури, лично захватите флаг и отнесите его в одну из башен."
184,"Захватить флаг в то время, как союзники удерживают контроль над 4-мя базами"
186,50 раз захватите кладбища в Альтеракской долине.
187,Захватить 50 кладбищ
189,Получите звание мстительного гладиатора.
190,Мстительный гладиатор
192,Соберите 5 монет наследия.
193,Собрать 5 монет наследия
195,Вы были оживлены друидами
196,Оживление (уровень 7)
197,Оживление (уровень 5)
198,Оживление (уровень 4)
199,Оживление (уровень 2)
200,Оживление (уровень 6)
201,Оживление (уровень 1)
202,Оживление (уровень 3)
204,"Победите в розыгрыше вещи эпического или превосходного качества уровнем не ниже 185, выбрав ""Не откажусь"" и выбросив 100 на костях."
205,"Выбрать ""Не откажусь"" при розыгрыше вещи выше 185-го уровня и выбросить 100 очков на костях"
207,Количество сбросов талантов
208,Количество сбросов талантов
210,Убийства Кели'дана Разрушителя (Кузня Крови)
211,Кели'дан Разрушитель
213,Поймайте рыбу во всех перечисленных местах поклевки.
214,Косяк морской рыбы
215,Косяк луфаря
216,Косяк ильной рыбы
217,Косяк ершей
218,Смешанный косяк нагорья
219,Косяк спороуса
221,"Убийства Великой вдовы Фарлины (Наксрамас, 25 игроков)"
222,Великая вдова Фарлина
227,"Исследуйте Борейскую тундру, открыв все ее области на карте."
228,Храмовый город Эн'кила
229,Поле Гейзеров
230,Лагерь Гарроша
231,Застава Бор'горока
232,Берег Терзающего Бича
233,Кельи Смерти
234,Караван Стальной Челюсти
235,Каскала
236,Стоянка Смерти
237,Янтарная гряда
238,Крепость Песни Войны
239,Крепость Отваги
240,Хладарра
248,Убейте императора Даграна Тауриссана.
249,Судьба королевства
250,Спасение принцессы
251,Император Дагран Тауриссан
253,Убейте темного магистра Гандлинга
255,Темный магистр Гандлинг
257,Очистите Стратхольм от населяющих его воплощений зла.
258,Лорд Аурий Ривендер
259,Бальназар
261,Убийства Эонуса (Открытие Темного портала)
262,Эонус
264,Самая большая ставка на аукционе
265,Максимальная ставка на аукционе
267,Выиграйте сражение на Оке Бури со счетом 1600 к 0.
268,Победить со счетом 1600 к 0
270,"Победите в розыгрыше вещи эпического или превосходного качества уровнем не ниже 185, выбрав ""Мне это нужно"" и выбросив 100 на костях."
271,"Выбрать ""Мне это нужно"" при розыгрыше вещи выше 185-го уровня и выбросить 100 очков на костях"
273,Убийства принца Малчезара (Каражан)
274,Принц Малчезар
276,Убийства вождя Укорза Песчаного Черепа (Зул'Фаррак)
277,Вождь Укорз Песчаный Череп
279,"Заслужите звание ""Вождь""."
280,Вождь
282,"Заслужите звание ""Генерал""."
283,Генерал
285,Статистика: выпито эликсиров
286,Эликсир львиной силы
287,Большой эликсир ловкости
288,Большой эликсир защиты
289,Большой эликсир крови волшебника
290,Большой эликсир энергии Тьмы
291,Мощный эликсир защиты
292,Сильный чародейский эликсир
293,Настойка Скорпока
294,Эликсир мудрости
295,Эликсир мангуста
296,Оскверненный эликсир силы
297,"""Дар Артаса"""
298,Эликсир из кровяники
299,Эликсир обнаружения нежити
300,Эликсир увеличения
301,Сильный эликсир ловкости
302,Чародейский эликсир
303,Эликсир мозгового штурма
304,Мощный эликсир силы
305,Слабый эликсир ловкости
306,Эликсир энергии Тьмы
307,Эликсир духа
308,Блеск Занзы
309,Скорость Занзы
310,Эликсир земли
311,Эликсир грубой силы
312,Эликсир защиты
313,Эликсир истребления демонов
314,Эликсир обнаружения демонов
315,Эликсир стойкости
316,Эликсир силы льда
317,Сильный эликсир огневой мощи
318,Сильный эликсир интеллекта
319,Крепкое зелье тролльей крови
320,Мощный эликсир защиты
321,Мощный эликсир разума
322,Эликсир адепта
323,Большой эликсир тролльей крови
324,Мощный эликсир ловкости
325,Слабое зелье тролльей крови
326,Мощный эликсир тролльей крови
327,Эликсир гнева
328,Кровавый эликсир уклонения
329,Эликсир теней
330,Эликсир Дракуру
331,Охранный эликсир Зорта
332,Эликсир дренейской мудрости
333,Эликсир великанов
334,Малый эликсир ловкости
335,Кровавый эликсир сопротивления
336,Эликсир хождения по воде
337,Эликсир мастерства
338,Кристалл-хранитель
339,Холод джуджу
340,Побег джуджу
341,Эликсир меткости
342,Эликсир пробивания брони
343,Эликсир молниеносности
344,Жар джуджу
345,Огненная вода Зимней Спячки
346,Эликсир крови волшебника
347,Эликсир силы заклинаний
348,Эликсир из крови ворга
349,Эликсир Видере
350,Эликсир Ахуума
351,Охранный эликсир Зорта
352,Мощь джуджу
353,Эликсир смертельных ударов
354,Эликсир подавления
355,Эликсир железной шкуры
356,Эликсир силы огра
357,"Коктейль ""Легкое дыхание"""
358,Дух Занзы
359,Большой эликсир силы
360,Кристалл силы духа
361,Эликсир Гогельмогеля
362,Эликсир из темноплевела
363,Эликсир целительной силы
364,Большой эликсир огневой мощи
365,Большой эликсир силы льда
366,Большой эликсир стойкости
367,"Эликсир ""Кошачий глаз"""
368,Эликсир ловкости
369,Эликсир снозрения
370,Эликсир огневой мощи
371,Сильный эликсир защиты
372,Сильный эликсир подводного дыхания
373,Эликсир маскировки
374,Эликсир обнаружения простой невидимости
375,Эликсир власти
376,Мощный эликсир стойкости
377,Мощный эликсир крови волшебника
378,Слабый эликсир защиты
379,Слабый эликсир стойкости
380,Наилучший эликсир защиты
381,Эликсир крепости
382,Эликсир подводного дыхания
383,Эликсир мудрецов
384,"Эликсир ""Зоркий глаз"""
385,Зелье из потрошков
386,С.И.Л.А.
387,Эликсир натиска
388,Эликсир гуру
389,Эликсир подземных глубин
390,Эликсир кобры
391,Эликсир невероятной меткости
392,Эликсир искусника
393,Эликсир небывалой скорости
394,Призматический эликсир
395,Эликсир призрака
396,Эликсир наги
398,Сколько раз вы рассмеялись
399,Смех
400,смешок
401,смеяться
402,rofl
403,хихи
405,"Исследуйте Тельдрассил, открыв все его области на карте."
406,Деревня Звездного Ветра
407,Поляна Оракула
408,Родниковое озеро
409,Дарнас
410,Озеро Аль'Амет
411,Тенистая долина
412,Лощина Бен'этиль
413,Лагерь у Кривой Сосны
414,Деревня Рут'теран
415,Пруды Арлитриэна
416,Расселина
417,Доланаар
419,Выиграйте сражение в ущелье Песни Войны.
420,Одержать победу в ущелье Песни Войны
422,Одержите 100 побед в ущелье Песни Войны.
423,Одержать 100 побед в ущелье Песни Войны
425,Убейте Паталеона Вычислителя в героическом режиме.
426,Паталеон Вычислитель
428,Убейте Лор'темара Терона.
429,Лор'темар Терон
431,"Добейтесь того, чтобы Древобрюхи, Спореггар и Куренай изменили отношение к вам с неприязни на превознесение."
432,Превознесение у Куренай
433,Превознесение в Спореггаре
434,Превознесение в Крепости Древобрюхов
436,Получите поводья скакуна Всадника без головы от Всадника без головы в Монастыре Алого ордена во время Тыквовина.
437,Скакун Всадника без головы
439,"Заслужите звание ""Легионер""."
440,Легионер
448,"Напейтесь в стельку и, надев три предмета из набора Хмельного фестиваля, станцуйте в Даларане."
449,/танец
451,Убейте 15 индюшек за 3 минуты.
452,15 индеек за 3 минуты
454,Отведайте сливочное блаженство в чьей-нибудь компании на романтическом пикнике в Даларане во время Любовной лихорадки.
455,Сливочное блаженство на романтическом пикнике
456,Романтический пикник
458,Уровень знаний в первой помощи
459,Уровень знаний в первой помощи
461,Посетите парикмахерскую и измените прическу.
462,Посетить парикмахерскую и оплатить услуги мастера.
464,Запустите 10 романтических фейерверков за 20 секунд или менее.
465,Запустите 10 романтических фейерверков за 20 секунд или менее.
467,Вы использовали камень возвращения
468,Камень возвращения
469,Рубиновые туфли
470,Дочь трактирщика
472,"Исследуйте Зангартопь, открыв все ее области на карте."
473,Гряда Квагг
474,Лагуна
475,Телредор
476,Кенарийский оплот
477,Деревня Дикотопь
478,Деревня Тенетопь
479,Спореггар
480,Прибежище Оребор
481,Грибная поляна
482,Побережье Темного Гребня
483,Мертвая трясина
484,Руины Двух Башен
485,Земли Анго'рош
486,Озеро Болотных Огоньков
487,Крепость Анго'рош
488,Земли Кровавой Чешуи
489,Забра'джин
490,Болотные вырубки
492,"Исследуйте Седые холмы, открыв все их области на карте."
493,Волдрун
494,Гранитные ключи
495,Лагерь Уанква
496,Крепость Драк'Тарон
497,Приют Янтарной Сосны
498,Лесозаготовки Синего Неба
499,Крепость Завоевателей
500,Руины Дракил'джин
501,Дун Аргол
502,Седая Пасть
503,Святилище Красного Клыка
504,Тор Модан
505,Бухта Торговцев
506,Лагерь дружины Западного края
508,Заслужите 2200 очков личного рейтинга в команде арены 5 на 5.
509,Рейтинг 2200
511,"Выиграйте сражение в Альтеракской долине, пока ваша команда удерживает контроль над обеими шахтами."
512,Захватить пещеру кобольдов
513,Захвачена пещера троггов
515,"Получите все достижения ""Хранитель огня""."
516,Хранитель огня Калимдора
517,Хранитель огня Запределья
518,Хранитель огня Восточных королевств
519,Хранитель огня Cataclysm
520,Хранитель огня Нордскола
522,"Владелец Сульфураса, Руки Рагнароса."
523,
524,"Сульфурас, Рука Рагнароса"
526,"Добейтесь того, чтобы вас превозносили Всадники Песни Войны."
527,Превознесение у Всадников Песни Войны
