ID,Description_lang
2,Jetzt auch mit Extrabeschriftung.
20,Saison 10
226,Saison 10 (Elite)
525,Saison 9 (Elite)
653,Saison 9
1013,Saison 11
1208,Saison 11 (Elite)
1591,Saison 19
1593,Die Farbe tut ja in den Augen weh.
1641,Schlachtzugsbrowser
2015,Heroisch
2023,Saison 10 (Elite)
2255,Saison 12
2667,Saison 12 (Elite)
3564,
3759,Handwerksmaterial
3765,100-Platz-Tasche
3845,"Heroisch, Elite"
3859,Elite
3933,Saison 13
3934,Saison 13 (Elite)
4918,Rang 1
4949,Rang 2
4953,Rang 3
4957,Rang 4
4961,Rang 5
4965,Rang 7
4969,Rang 8
4970,Rang 6
5213,Szenariogegenstand
5616,Donnergeschmiedet
6360,"Heroisch, Donnergeschmiedet"
6798,Rang 9
6842,Rang ??
6843,Saison 8
6894,Saison 8 (Elite)
7052,Saison 7
7225,Saison 7 (Elite)
7261,Saison 6
7434,Saison 6 (Elite)
7463,Saison 5
7636,Saison 4
7775,Saison 3
7906,Saison 2
8027,Saison 1
8869,Flexibel
9059,Saison 14
9459,Saison 14 (Elite)
10066,"Heroisch, Donnergeschmiedet"
10126,Saison 15
10520,Saison 15 (Elite)
11080,Zeitlos
11179,"Heroisch, Kriegsgeschmiedet"
11428,Kriegsgeschmiedet
12743,Trophäe
12790,Makellos
12934,Alchemiematerial
13021,Handwerksmaterial
13111,der Macht
13145,Mythisch
13149,Ingenieursmaterial
13150,des Feuersturms
13151,der Unvergleichlichkeit
13152,der Schnellklinge
13153,des Wilden
13154,des Fanatikers
13155,des Listigen
13156,des Hitzeschocks
13157,der Aurora
13158,des Flinken
13159,des Zeloten
13160,des Windformers
13161,des Harmonischen
13162,des Gnadenlosen
13163,des Rutengängers
13164,des Edlen
13165,des Strategen
13166,des Wahrsagers
13167,des Tapferen
13168,des Herolds
13169,des Sturmbrechers
13170,der Ungeduldigen
13171,des Gelehrten
13172,des Anpassungsfähigen
13173,des Unerbittlichen
13174,des Frommen
13175,des Unzerbrechlichen
13176,des Dezimierers
13178,Warlords-Turnier
13181,Kochzutat
13184,Handwerksmaterial
13185,Rang 2 von 6
13186,Rang 3 von 6
13187,Rang 1 von 6
13188,"Mythisch, Kriegsgeschmiedet"
13190,Anhängerausrüstung
13191,Garnisonsressource
13192,Handelspostenteil
13193,Normal
13194,Handelspostenmodul
13195,Makellos
13196,Saison 1 von Warlords
13197,Volks-PvP-Marke
13198,Saison 1 von Warlords (Elite)
13201,Stufe 0
13202,Stufe 1 - Heilig
13203,Stufe 1 - Feuer
13204,Stufe 1 - Verderbt
13205,Stufe 2 - Heilig
13206,Stufe 2 - Feuer
13207,Stufe 2 - Verderbt
13208,Rang 4 von 6
13209,Garnisonsbauplan
13210,Zeitwanderer
13211,Saison 2 von Warlords
13212,Saison 2 von Warlords (Elite)
13213,Saison 3 von Warlords
13214,Saison 3 von Warlords (Elite)
13215,Taschendiebstahl
13216,Zeitverzerrt
13217,Rang 5 von 6
13218,Rang 6 von 6
13219,Artefaktmacht
13220,"Zeitverzerrt, Kriegsgeschmiedet"
13222,Mächtig
13223,Uraltes Mana
13224,Marineausstattung
13225,Unheilvoll
13226,Saison 1 von Legion
13227,Saison 1 von Legion (Elite)
13228,Championausrüstung
13230,Rang 1 von 9
13231,Rang 2 von 9
13232,Rang 3 von 9
13233,Rang 4 von 9
13234,Rang 5 von 9
13235,Rang 6 von 9
13236,Rang 7 von 9
13237,Rang 8 von 9
13238,Rang 9 von 9
13239,Titanengeschmiedet
13241,Odyns Zorn
13242,Helyas Rage
13243,Frostschnitter
13244,Eisbringer
13245,Verus
13246,Muramas
13247,Al'burq
13248,Alra'ed
13249,Qual
13250,Kummer
13251,Schicksal
13252,Fügung
13253,Blutreißer
13254,Akaaris Wille
13256,Obliterum: 0/10
13257,Obliterum: 1/10
13258,Obliterum: 2/10
13259,Obliterum: 3/10
13260,Obliterum: 4/10
13261,Obliterum: 5/10
13262,Obliterum: 6/10
13263,Obliterum: 7/10
13264,Kann eingeäschert werden
13265,Mythisch 2
13266,Mythisch 3
13267,Mythisch 4
13268,Mythisch 5
13269,Mythisch 6
13270,Mythisch 7
13271,Mythisch 8
13272,Mythisch 9
13273,Mythisch 10
13274,Mythisch 2 Hauptgewinn
13275,Mythisch 3 Hauptgewinn
13276,Mythisch 4 Hauptgewinn
13277,Mythisch 5 Hauptgewinn
13278,Mythisch 6 Hauptgewinn
13279,Mythisch 7 Hauptgewinn
13280,Mythisch 8 Hauptgewinn
13281,Mythisch 9 Hauptgewinn
13282,Obliterum: 8/10
13284,Veteran
13285,Obliterum: 9/10
13286,Obliterum: 10/10
13287,Saison 2 von Legion
13288,Saison 2 von Legion (Elite)
13289,Mythisch 11
13290,Mythisch 12
13291,25 Spieler (Normal)
13292,25 Spieler (Heroisch)
13293,10 Spieler (Normal)
13294,Rang 8
13295,Saison 3 von Legion
13296,Saison 3 von Legion (Elite)
13297,Saison 4 von Legion
13298,Saison 4 von Legion (Elite)
13299,Saison 5 von Legion
13300,Saison 5 von Legion (Elite)
13301,Gladiator
13302,Kämpfer I
13303,Aspirant
13304,Ehre
13305,Sonnenbrunnen
13306,"PvP, selten"
13307,"PvP, episch"
13308,Mythisch 13
13309,Mythisch 14
13310,Mythisch 15
13311,Saison 6 von Legion
13312,Saison 7 von Legion
13313,Saison 6 von Legion (Elite)
13314,Saison 7 von Legion (Elite)
13315,Saison 1 & 2 von Legion
13316,Saison 1 & 2 von Legion (Elite)
13317,Saison 3 & 4 von Legion
13318,Saison 3 & 4 von Legion (Elite)
13319,Hergestellter Gegenstand
13320,Aufgegeben
13321,Unerschrocken
13322,Urobliterum: 0/10
13323,Urobliterum: 1/10
13324,Urobliterum: 2/10
13325,Urobliterum: 3/10
13326,Urobliterum: 4/10
13327,Urobliterum: 5/10
13328,Urobliterum: 6/10
13329,Urobliterum: 7/10
13330,Urobliterum: 8/10
13331,Urobliterum: 9/10
13332,Urobliterum: 10/10
13333,Shatug
13334,F'harg
13335,"Saison 5, 6 & 7 von Legion"
13336,"Saison 5, 6 & 7 von Legion (Elite)"
13337,Konfisziert
13338,Unbefleckt
13339,Unbefleckt
13343,Azeritstufe 3
13445,Herausforderer I
13446,Rivale I
13447,Duellant
13448,Kriegsfront
13449,Artefaktmacht
13450,Andenken
13451,Gefürchteter Kämpfer
13452,Düsterer Kämpfer
13453,Gefürchteter Herausforderer
13454,Düsterer Herausforderer
13455,Gefürchteter Rivale
13456,Düsterer Rivale
13457,Gefürchteter Duellant
13458,Düsterer Duellant
