ID,Description_lang
2,Mayor cantidad de oro jamás poseída
3,Mayor cantidad de oro jamás poseída
5,Monturas poseídas
6,Número de monturas
8,Usa Calabazas iluminadas pesadas para colocar cabezas de calabaza a las razas listadas a continuación.
9,Enano
10,Gnomo
11,Elfo de sangre
12,Draenei
13,Humano
14,Elfo de la noche
15,Orco
16,Tauren
17,Trol
18,No-muerto
19,Huargen
20,Goblin
22,Duelos perdidos
23,Duelos perdidos
25,Lich King: Muertes contra jefes (25 j.)
26,Desarmador XA-002
27,Freya
28,Mimiron
29,General Vezax
30,Yogg-Saron
31,Algalon el Observador
32,Emalon el Vigía de la Tormenta
33,Leviatán de llamas
34,Tajoescama
35,Ignis el Maestro de la Caldera
36,Auriaya
37,Hodir
38,Rompeacero
39,Clamatormentas Brundir
40,Kologarn
41,Thaddius
42,Señor feudal Korth'azz
43,Remendejo
44,Sapphiron
45,Kel'Thuzad
46,Lady Blaymeux
47,Barón Osahendido
48,Noth el Pesteador
49,Heigan el Impuro
50,Archavon el Vigía de Piedra
51,Anub'Rekhan
52,Gluth
53,Gothik el Cosechador
54,Gran Viuda Faerlina
55,Grobbulus
56,Instructor Razuvious
57,Loatheb
58,Maexxna
59,Sartharion
60,Anub'arak
61,Lady Susurramuerte
62,Toravon el Vigía de Hielo
63,Carapútrea
64,Aullahielo
65,Sir Zeliek
66,Malygos
67,Lord Jaraxxus
68,Fjola Penívea
69,Lord Tuétano
70,Libramorte Colmillosauro
71,Reina de Sangre Lana'thel
72,Sindragosa
73,El Rey Exánime
74,Panzachancro
75,Profesor Putricidio
76,Eydis Penaumbra
77,Maestro de runas Molgeim
78,Thorim
80,"Recibido el título ""Gran mariscal""."
81,Gran mariscal
83,"Recibido el título ""Teniente coronel""."
84,Teniente coronel
86,"Recibido el título ""Caballero""."
87,Caballero
89,La cámara de los misterios (segunda mitad de las Cámaras Mogu'shan)
90,Cuatro Reyes
91,Elegon
92,Voluntad del Emperador
97,Lanza 10 petardos del Festival en menos de 30 segundos.
98,Lanza 10 petardos de Festival en menos de 30 segundos
103,Honra las llamas de Kalimdor.
104,Vallefresno
105,Isla Bruma de Sangre
106,Desolace
107,Feralas
108,Teldrassil
109,Tanaris
110,Marjal Revolcafango
111,Isla Bruma Azur
112,Silithus
113,Cuna del Invierno
114,Costa Oscura
115,Los Baldíos del Sur
117,Gana 10 batallas por la Cuenca de Arathi en posesión de 5 banderas.
118,Gana 10 batallas por la Cuenca de Arathi en posesión de 5 banderas
120,Derrota a Cianigosa en El Bastión Violeta en dificultad heroica.
121,Cianigosa
123,Consigue un gran mamut de hielo.
124,Gran mamut de hielo
125,Gran mamut de hielo
126,Gran mamut de hielo
127,Gran mamut de hielo
129,Gana en la Cuenca de Arathi por 50 puntos o menos.
130,Gana en la Cuenca de Arathi por 50 puntos o menos.
132,Propietario orgulloso de la jarra de la Fiesta de la Cerveza amarilla de 2007.
