ID,Description_lang
2,Ahora con más descripciones
20,Temporada 10
226,Temporada 10 élite
525,Temporada 9 élite
653,Temporada 9
1013,Temporada 11
1208,Temporada 11 élite
1591,Temporada 19
1593,Este color me hace daño a los ojos
1641,Buscador de bandas
2015,Heroico
2023,Temporada 10 élite
2255,Temporada 12
2667,Temporada 12 élite
3564,
3759,Material de artesano
3765,Bolsa de 100 ranuras
3845,Heroico de élite
3859,Élite
3933,Temporada 13
3934,Temporada 13 élite
4918,Rango 1
4949,Rango 2
4953,Rango 3
4957,Rango 4
4961,Rango 5
4965,Rango 7
4969,Rango 8
4970,Rango 6
5213,Objeto de gesta
5616,Forjas del Trueno
6360,Heroico Forjas del Trueno
6798,Rango 9
6842,Rango ??
6843,Temporada 8
6894,Temporada 8 élite
7052,Temporada 7
7225,Temporada 7 élite
7261,Temporada 6
7434,Temporada 6 élite
7463,Temporada 5
7636,Temporada 4
7775,Temporada 3
7906,Temporada 2
8027,Temporada 1
8869,Flexible
9059,Temporada 14
9459,Temporada 14 élite
10066,Heroico Forjas del Trueno
10126,Temporada 15
10520,Temporada 15 élite
11080,Intemporal
11179,Heroico forjado por la guerra
11428,Forjado por la guerra
12743,Trofeo
12790,Prístino
12934,Material de alquimia
13021,Material de artesano
13111,de poder
13145,Mítico
13149,Material de ingeniería
13150,del destello
13151,del incomparable
13152,de la navaja
13153,del salvaje
13154,del fanático
13155,del astuto
13156,de la llama febril
13157,de la aurora
13158,del hábil
13159,del zelote
13160,del formavientos
13161,del armonioso
13162,del despiadado
13163,del adivino
13164,del noble
13165,del estratega
13166,del augur
13167,del incondicional
13168,del heraldo
13169,del rompetormentas
13170,del impaciente
13171,del sabio
13172,del adaptable
13173,del incansable
13174,del pío
13175,del indomable
13176,del exterminador
13178,Torneo de Warlords
13181,Ingrediente de cocina
13184,Componente de profesión
13185,Fase 2 de 6
13186,Fase 3 de 6
13187,Fase 1 de 6
13188,Mítico forjado por la guerra
13190,Equipo de seguidor
13191,Recurso de la ciudadela
13192,Parte del puesto comercial
13193,Normal
13194,Módulo del puesto comercial
13195,Prístino
13196,Warlords temporada 1
13197,Ficha JcJ racial
13198,Warlords temporada 1 élite
13201,Nivel 0
13202,Nivel 1 - Sagrado
13203,Nivel 1 - Fuego
13204,Nivel 1 - Corrupción
13205,Nivel 2 - Sagrado
13206,Nivel 2 - Fuego
13207,Nivel 2 - Corrupción
13208,Fase 4 de 6
13209,Plano de la ciudadela
13210,Caminante del tiempo
13211,Warlords temporada 2
13212,Warlords temporada 2 élite
13213,Warlords temporada 3
13214,Warlords temporada 3 élite
13215,Hurto
13216,Distorsionado por el tiempo
13217,Fase 5 de 6
13218,Fase 6 de 6
13219,Poder de artefacto
13220,Forjado por la guerra y distorsionado por el tiempo
13222,Potenciado
13223,Maná antiguo
13224,Equipo naval
13225,Torvo
13226,Temporada 1 de Legion
13227,Temporada 1 élite de Legion
13228,Equipo de campeón
13230,Fase 1 de 9
13231,Fase 2 de 9
13232,Fase 3 de 9
13233,Fase 4 de 9
13234,Fase 5 de 9
13235,Fase 6 de 9
13236,Fase 7 de 9
13237,Fase 8 de 9
13238,Fase 9 de 9
13239,Forjado por los titanes
13241,Furia de Odyn
13242,Cólera de Helya
13243,Segadora de Escarcha
13244,Emisaria Gélida
13245,Verus
13246,Muramas
13247,Al'burq
13248,Alra'ed
13249,Angustia
13250,Pena
13251,Destino
13252,Fortuna
13253,Mandisangre
13254,Voluntad de Akaari
13256,Obliterum: 0/10
13257,Obliterum: 1/10
13258,Obliterum: 2/10
13259,Obliterum: 3/10
13260,Obliterum: 4/10
13261,Obliterum: 5/10
13262,Obliterum: 6/10
13263,Obliterum: 7/10
13264,Se puede asolar
13265,Mítico 2
13266,Mítico 3
13267,Mítico 4
13268,Mítico 5
13269,Mítico 6
13270,Mítico 7
13271,Mítico 8
13272,Mítico 9
13273,Mítico 10
13274,Premio mítico 2
13275,Premio mítico 3
13276,Premio mítico 4
13277,Premio mítico 5
13278,Premio mítico 6
13279,Premio mítico 7
13280,Premio mítico 8
13281,Premio mítico 9
13282,Obliterum: 8/10
13284,Veterano
13285,Obliterum: 9/10
13286,Obliterum: 10/10
13287,Temporada 2 de Legion
13288,Temporada 2 élite de Legion
13289,Mítico 11
13290,Mítico 12
13291,25 jugadores (normal)
13292,25 jugadores (heroica)
13293,10 jugadores (normal)
13294,Rango 8
13295,Temporada 3 de Legion
13296,Temporada 3 de Legion élite
13297,Temporada 4 de Legion
13298,Temporada 4 de Legion élite
13299,Temporada 5 de Legion
13300,Temporada 5 de Legion élite
13301,Gladiador
13302,Combatiente I
13303,Aspirante
13304,Honor
13305,La Fuente del Sol
13306,JcJ poco común
13307,JcJ épico
13308,Mítico 13
13309,Mítico 14
13310,Mítico 15
13311,Temporada 6 de Legion
13312,Temporada 7 de Legion
13313,Temporada 6 élite de Legión
13314,Temporada 7 élite de Legión
13315,Temporadas 1 y 2 de Legion
13316,Temporadas 1 y 2 de Legion élite
13317,Temporadas 3 y 4 de Legion
13318,Temporadas 3 y 4 de Legion élite
13319,Objeto artesano
13320,Abandonado
13321,Intrepidez
13322,Obliterum primigenio: 0/10
13323,Obliterum primigenio: 1/10
13324,Obliterum primigenio: 2/10
13325,Obliterum primigenio: 3/10
13326,Obliterum primigenio: 4/10
13327,Obliterum primigenio: 5/10
13328,Obliterum primigenio: 6/10
13329,Obliterum primigenio: 7/10
13330,Obliterum primigenio: 8/10
13331,Obliterum primigenio: 9/10
13332,Obliterum primigenio: 10/10
13333,Shatug
13334,F'harg
13335,"Temporadas 5, 6 y 7 de Legion"
13336,"Temporadas 5, 6 y 7 élite de Legion"
13337,Confiscado
13338,Inmaculado
13339,Inmaculado
13343,Nivel 3 de azerita
13445,Contendiente I
13446,Rival I
13447,Duelista
13448,Frente de guerra
13449,Poder de artefacto
13450,Remembranza
13451,Combatiente aterrador
13452,Combatiente siniestro
13453,Contendiente aterrador
13454,Contendiente siniestro
13455,Rival aterrador
13456,Rival siniestro
13457,Duelista aterrador
13458,Duelista siniestro
13459,Gladiador aterrador
13460,Gladiador siniestro
13461,Temporada 1 de Battle for Azeroth
13462,Temporada 2 de Battle for Azeroth
13463,Élite siniestro
13464,Élite aterrador
13465,Trabajo de manitas de Mecandria
13486,Obsequio insidioso sellado
13487,Obsequio insidioso abierto
13488,Temporada 4 de la Prueba de Estilo
13489,Temporada 2 de la Prueba de Estilo
13490,Temporada 1 de la Prueba de Estilo
13491,"Calibrado: 0,75 de celeridad : 0,25 de versatilidad"
13492,Temporada 3 de la Prueba de Estilo
13493,Contendiente déspota
13494,Combatiente déspota
13495,Duelista déspota
13496,Élite déspota
13497,Gladiador déspota
13498,Rival déspota
13499,Equipo de montura
13500,Coalescencia de poder
13501,Tarjeta perforada roja
13502,Tarjeta perforada amarilla
13503,Tarjeta perforada azul
13504,Componente Arcano
13505,Aperlado
13506,Temporada 3 de Battle for Azeroth
13507,Bentónico
13508,Temporada 4 de Battle for Azeroth
13509,Reliquia del Imperio Negro nivel 1
13510,Reliquia del Imperio Negro nivel 2
13511,Reliquia del Imperio Negro nivel 3
13512,Reliquia del Imperio Negro nivel 4
13513,25 p. de corrupción
13516,5 p. de corrupción
13517,10 p. de corrupción
13518,15 p. de corrupción
13519,20 p. de corrupción
13520,30 p. de corrupción
13521,5-30 p. de corrupción
13524,Rango 10
13525,Rango 11
13526,Rango 12
13527,Rango 13
13528,Rango 14
13529,Rango 15
13530,Contendiente corrupto
13531,Combatiente corrupto
13532,Duelista corrupto
13533,Élite corrupto
13534,Gladiador corrupto
13535,Rival corrupto
13536,Corrupto
13538,Cifrado de almas
13543,del artesano exigente
13544,del artesano magistral
13545,del artesano veloz
13546,del artesano versátil
13547,de la matanza de bestias
13549,Componente de profesión opcional
13551,IV
13552,III
13553,II
13554,I
13555,Costura abominable
13556,Invernadero de la Reina
13557,Mejora de vaina catalizadora
13558,Vaina catalizadora
13559,Conducto
13565,66 p. de corrupción
13566,35 p. de corrupción
13567,15 p. de corrupción
13568,20 p. de corrupción
13569,10 p. de corrupción
13570,75 p. de corrupción
13571,50 p. de corrupción
13572,25 p. de corrupción
13573,45 p. de corrupción
13574,28 p. de corrupción
13575,17 p. de corrupción
13576,30 p. de corrupción
13577,12 p. de corrupción
13578,16 p. de corrupción
13579,8 p. de corrupción
13580,60 p. de corrupción
13581,Fabricación ascendida
13583,Tradición de Las Fauces
13584,Corte de Ascuas
13585,Ánima
13586,
13587,
13588,
13589,
13590,Campaña
13591,Renombre
13592,Invernadero de la Reina
13593,Prestigio
13594,Costura abominable
13595,Unidad
13596,Red de transporte
13597,Etéreo
13599,Contemplación comedida
13600,Gemelos de la sacerdotisa del sol
13601,"X'anshi, retorno del arzobispo Benedictus"
13602,Llamada eterna al Vacío
13603,Prisma de Pirosombra
13604,Salmo rompedolor
13605,Claridad mental
13606,Beso de la muerte
13607,Reflejo cristalino
13608,Aparato armonioso
13609,El penitente
13610,Sombras cauterizantes
13611,Concentración relámpago
13612,Imagen divina
13613,Salto de los cielos
13614,Estratagema de Talbadar
13615,Juramento del druida anciano
13616,Atisbo fugaz de Lycara
13617,El ciclo de vida y muerte
13618,Jarabe de enfoque profundo
13619,Visión clara de Oneth
13620,Púlsar Arcano primordial
13621,Equilibrio de todas las cosas
13622,Vinculasueños vetusto
13623,Bibelot de ojo de gato
13624,Ansia del superdepredador
13625,Sortija de frenesí
13626,Abrazo imbuido de esponja vegetal
13627,Cebo de fantasmagorías estable
13628,La voluntad del orden natural
13629,Mirada fija del Carcelero
13630,Sagacidad de Norgannon
13631,Proclamación de Sephuz
13632,Dictamen de la Enjuiciadora
13633,Sacrificio de vitalidad
13634,Furia de Ursoc recordada
13635,Estertor de Las Fauces
13636,Eco de Eonar
13637,Legado del durmiente
13638,Recuerdo del Árbol Madre
13639,Lección del Titán Oscuro
13640,Infusión verdeante
13641,Visión del crecimiento infinito
13642,Ojo de simetría temerosa
13643,Toque letal
13644,Sobrevesta prestasegura
13645,Deleite del invocador
13646,Trecho Celestial de Keefer
13647,Condensador del último emperador
13648,Tesoro de Xuen
13649,Ignición de jade
13650,Infusión celestial
13651,Último barril de Cerveza de Trueno
13652,Poderío de Shaohao
13653,Pasiones carbonizadas
13654,Lágrima de la mañana
13655,Susurro de Yu'lon
13656,Enseñanzas ancestrales del monasterio
13657,Enfoque confuso
13658,Escapada de la realidad
13659,Aumenta la duración de Caparazón antimagia y todo el daño que absorba te sana.
13660,Sin rango
13661,Abrazo de la Muerte
13662,Supercepa
13663,Espiral mortífera
13664,Certeza de la Muerte
13665,Monstruosidad frenética
13666,Arrastrapiés reanimado
13667,Dominación de Sanguino
13668,Aura vampírica
13669,Runa carmesí
13670,Poderío de Bryndaor
13671,Favor de Koltira
13672,Ira del campeón congelado
13673,Cero absoluto
13674,Frío cortante
13675,Atracción de lo eterno
13676,Pesadilla
13678,Bendición del Rey del Sol
13679,Hundecielos fundido
13680,Tormenta de Fuego
13681,Corona de encantador
13682,Carámbano macabro
13683,Protector triple
13684,Orden disciplinaria
13685,Potencial aumentado
13686,Vientos congelantes
13687,Embozo de frente frío
13688,Emisaria Gélida
13689,Abrasión de Escarcha
13690,Tormenta succionadora
13691,Armonía Arcana
13692,Distorsión momentánea
13693,Diezmo Arcano
13694,El dechado demente
13695,Guardia de Uther
13696,Sello de reyes atormentados
13697,De alba y ocaso
13698,Barrera de choque
13699,Sentencia del magistrado
13700,"Quiebrasombras, Alba del Sol"
13701,Inflorescencia de La Fuente del Sol
13702,Sigilo grabado de vengador sagrado
13703,Sagrario del protector candente
13704,Baluarte de furia recta
13705,Reino de los reyes eternos
13706,Veredicto final
13707,Ímpetu de vanguardia
13708,Cadencia de Fujieda
13709,Inquisidor implacable
13710,Hacedor de muerte
13711,Voluntad del rompedor
13712,Voluntad inquebrantable
13713,Represalias
13714,El muro
13715,Tempestad del Iluminado
13716,Señor del Trueno
13717,Último aliento de Maraad
13718,Veredicto final
13719,Defensor imprudente
13720,Trastornado
13721,Espejo deforme
13722,Señor de la batalla
13723,Reverberación sísmica
13724,Sortija de recordatorio ancestral
13725,Botines de piedra de temblor profundo
13726,Yelmo de elementos profundos
13727,Cadenas devastadoras
13728,Sortija fundida del Rompecielos ígneo
13729,Escarpines de equilibrio elemental
13730,Guanteletes del Gran Cataclismo
13731,Capa de hablavientos
13732,Vientos de fatalidad
13733,Legado de la bruja de Escarcha
13734,Huesos de lobo de médico brujo
13735,Accionadores de lava primigenia
13736,Ajustador de enfoque natural de Jonat
13737,Musleras de marea del caminaespíritus
13738,Núcleo de marea primigenia
13739,Peto de armonía terránea
13740,Estratagema infalible
13741,El Verdugo
13742,Arremetida duradera
13743,Sortija de llamada salvaje
13744,Botas de trampero de Nesingwary
13745,Máscara de ascuas de las Forjas de Almas
13746,Jubón de anillas de estratagema cobarde
13747,Camisote de orden temible
13748,Escarpines de cobra de despiertallamas
13749,"Qa'pla, guanteletes de guerra de eredun"
13750,Botines de acecharrylaks
13751,Enfoque auténtico de Garra de Águila
13752,Talismán de disparos emergentes
13753,Sortija de artimaña de acechador de serpientes
13754,Manijas de la vigilia insomne
13755,Equipo de batalla de fuego salvaje táctico
13756,Embozo de acecharrylaks
13757,Inyectores de veneno latente
13758,Fragmentos de hueso de carnicero
13759,Sigilo de invocación superior de Wilfred
13760,Fajín de Endereth
13761,Reliquia de sinergia demoníaca
13762,Togas blasonadas del Portal Oscuro
13763,Anillo de agonía perpetua de Azj'Aqir
13764,Zapatillas oscuras de Sacrolash
13765,Envolturas acolchadas de cólera maléfica
13766,Capa de consumo colérico
13767,Visiones de potencial implosivo
13768,Llamada aterradora de inquisidor macabro
13769,Sortija de la pesadilla astada
13770,Sobrevesta llameante de araña corpulenta
13771,Capa de cenizas de Azj'Aqir
13772,Locura de Azj'Aqir
13773,Ascuas de las vestiduras diabólicas
13774,Ataduras de los Ymirjar
13775,Angustia colectiva
13776,Potenciación de semigigante
13777,Bendición de miradaoscura
13778,Vestiduras del tiempo de oscuridad
13779,Demonio interior
13780,Dígitos del caos
13781,Núcleo vil errático
13782,Bombardero vil
13783,Medallón de la Llama Oscura
13784,Rapiña de Razelikh
13785,Látigo de llama vil en espiral
13786,Grilletes de alma calcinada
13787,Natinvernal
13789,Celeridad
13790,Marca del maestro asesino
13791,Faja de hojas tóxicas
13792,Caperuza dentada sangrienta
13793,Guardapelo de polvo de sombras
13794,Gallardo malandrín
13795,Guantes de hoja apocalíptica manchados de sangre
13796,Grilletes de entrenamiento de la familia Zoldyck
13797,Parche de caminocaso
13798,Mimbres de piel verde
13799,Argucia de bandido
13800,Trabuco oculto
13801,Irrevocable
13802,Fragmento de alma de Akaari
13803,El podrido
13804,Sombras sepulcrales
13805,Cosmético
13806,Las runas descienden en cascada sobre la superficie de esta armadura.
13808,
13809,Bufas de señor de la fatalidad vencido
13810,Imperecefuego
13811,Mejora permanente: Torghast
13812,Mejora permanente: Las Fauces
13813,Camino de la ascensión
13815,Rango 1 de 7
13816,Rango 2 de 7
13817,Rango 3 de 7
13818,Rango 4 de 7
13819,Rango 5 de 7
13820,Rango 6 de 7
13821,Rango 7 de 7
13822,Nivel de mejora: 1/7
13823,Nivel de mejora: 2/7
13824,Nivel de mejora: 3/7
13825,Nivel de mejora: 4/7
13826,Nivel de mejora: 5/7
13827,Nivel de mejora: 6/7
13828,Nivel de mejora: 1/6
13829,Fabricación de estigia
13830,Reliquias korthianas
13831,Mejorado
