ID,Description_lang
2,Ora con nuove descrizioni
20,Stagione 10
226,Stagione 10 Élite
525,Stagione 9 Élite
653,Stagione 9
1013,Stagione 11
1208,Stagione 11 Élite
1591,Stagione 19
1593,Questo colore fa male agli occhi
1641,Ricerca delle Incursioni
2015,Eroico
2023,Stagione 10 Élite
2255,Stagione 12
2667,Stagione 12 Élite
3564,
3759,Materiale d'Artigianato
3765,Sacca da 100 Scomparti
3845,Eroico Élite
3859,Élite
3933,Stagione 13
3934,Stagione 13 Élite
4918,Grado 1
4949,Grado 2
4953,Grado 3
4957,Grado 4
4961,Grado 5
4965,Grado 7
4969,Grado 8
4970,Grado 6
5213,Oggetto di Scenario
5616,Tuonoforgiato
6360,Eroico Tuonoforgiato
6798,Grado 9
6842,Grado ??
6843,Stagione 8
6894,Stagione 8 Élite
7052,Stagione 7
7225,Stagione 7 Élite
7261,Stagione 6
7434,Stagione 6 Élite
7463,Stagione 5
7636,Stagione 4
7775,Stagione 3
7906,Stagione 2
8027,Stagione 1
8869,Dinamico
9059,Stagione 14
9459,Stagione 14 Élite
10066,Eroico Tuonoforgiato
10126,Stagione 15
10520,Stagione 15 Élite
11080,Senza Tempo
11179,Eroico Guerraforgiato
11428,Guerraforgiato
12743,Trofeo
12790,Primevo
12934,Materiale d'Alchimia
13021,Materiale d'Artigianato
13111,del Potere
13145,Mitico
13149,Materiale di Ingegneria
13150,della Folgore
13151,dell'Impareggiabile
13152,della Lama Veloce
13153,del Selvaggio
13154,del Fanatico
13155,dello Scaltro
13156,della Bramosia
13157,dell'Aurora
13158,dell'Abile
13159,dello Zelota
13160,del Plasmaventi
13161,dell'Armonia
13162,dello Spietato
13163,del Divinatore
13164,del Nobile
13165,dello Stratega
13166,dell'Apostolo
13167,del Sostenitore
13168,dell'Araldo
13169,del Solcatempeste
13170,dell'Impaziente
13171,dell'Erudito
13172,del Flessibile
13173,dell'Implacabile
13174,del Pio
13175,dell'Indistruttibile
13176,del Decimatore
13178,Torneo di Draenor
13181,Ingrediente di Cucina
13184,Reagente d'artigianato
13185,Fase 2 di 6
13186,Fase 3 di 6
13187,Fase 1 di 6
13188,Mitico Guerraforgiato
13190,Equipaggiamento seguace
13191,Risorsa per la Guarnigione
13192,Merce dell'Emporio
13193,Normale
13194,Modulo dell'Emporio
13195,Primevo
13196,"Draenor, Stagione 1"
13197,Emblema Razziale PvP
13198,"Draenor, Stagione 1 Élite"
13201,Grado 0
13202,Grado 1 - Sacra
13203,Grado 1 - Infuocata
13204,Grado 1 - Corrotta
13205,Grado 2 - Sacra
13206,Grado 2 - Infuocata
13207,Grado 2 - Corrotta
13208,Fase 4 di 6
13209,Progetto della Guarnigione
13210,Viaggi nel Tempo
13211,"Draenor, Stagione 2"
13212,"Draenor, Stagione 2 Élite"
13213,"Draenor, Stagione 3"
13214,"Draenor, Stagione 3 Élite"
13215,Borseggio
13216,Fuoritempo
13217,Fase 5 di 6
13218,Fase 6 di 6
13219,Potere Artefatto
13220,Fuoritempo Guerraforgiato
13222,Potenziato
13223,Mana Antico
13224,Potenziamento navale
13225,Bieco
13226,"Legion, Stagione 1"
13227,"Legion, Stagione 1 Élite"
13228,Equipaggiamento campione
13230,Fase 1 di 9
13231,Fase 2 di 9
13232,Fase 3 di 9
13233,Fase 4 di 9
13234,Fase 5 di 9
13235,Fase 6 di 9
13236,Fase 7 di 9
13237,Fase 8 di 9
13238,Fase 9 di 9
13239,Titanforgiato
13241,Furia di Odyn
13242,Ira di Helya
13243,Mietigelo
13244,Brandigelo
13245,Verus
13246,Muramas
13247,Al'burq
13248,Alra'ed
13249,Tormento
13250,Sventura
13251,Fato
13252,Destino
13253,Zannabieca
13254,Volontà di Akaari
13256,Obliterum: 0/10
13257,Obliterum: 1/10
13258,Obliterum: 2/10
13259,Obliterum: 3/10
13260,Obliterum: 4/10
13261,Obliterum: 5/10
13262,Obliterum: 6/10
13263,Obliterum: 7/10
13264,Disintegrabile
13265,Mitico 2
13266,Mitico 3
13267,Mitico 4
13268,Mitico 5
13269,Mitico 6
13270,Mitico 7
13271,Mitico 8
13272,Mitico 9
13273,Mitico 10
13274,Mitico 2 Perfetto
13275,Mitico 3 Perfetto
13276,Mitico 4 Perfetto
13277,Mitico 5 Perfetto
13278,Mitico 6 Perfetto
13279,Mitico 7 Perfetto
13280,Mitico 8 Perfetto
13281,Mitico 9 Perfetto
13282,Obliterum: 8/10
13284,Veterano
13285,Obliterum: 9/10
13286,Obliterum: 10/10
13287,"Legion, Stagione 2"
13288,"Legion, Stagione 2 Élite"
13289,Mitico 11
13290,Mitico 12
13291,25 giocatori (Normale)
13292,25 giocatori (Eroica)
13293,10 giocatori (Normale)
13294,Grado 8
13295,"Legion, Stagione 3"
13296,"Legion, Stagione 3 Élite"
13297,"Legion, Stagione 4"
13298,"Legion, Stagione 4 Élite"
13299,"Legion, Stagione 5"
13300,"Legion, Stagione 5 Élite"
13301,Gladiatore
13302,Combattente I
13303,Pretendente
13304,Onore
13305,Pozzo Solare
13306,PvP Raro
13307,PvP Epico
13308,Mitico 13
13309,Mitico 14
13310,Mitico 15
13311,"Legion, Stagione 6"
13312,"Legion, Stagione 7"
13313,"Legion, Stagione 6 Élite"
13314,"Legion, Stagione 7 Élite"
13315,"Legion, Stagione 1 e 2"
13316,"Legion, Stagione 1 e 2 Élite"
13317,"Legion, Stagione 3 e 4"
13318,"Legion, Stagione 3 e 4 Élite"
13319,Oggetto creato
13320,Abbandonato
13321,Intrepido
13322,Obliterum Primordiale: 0/10
13323,Obliterum Primordiale: 1/10
13324,Obliterum Primordiale: 2/10
13325,Obliterum Primordiale: 3/10
13326,Obliterum Primordiale: 4/10
13327,Obliterum Primordiale: 5/10
13328,Obliterum Primordiale: 6/10
13329,Obliterum Primordiale: 7/10
13330,Obliterum Primordiale: 8/10
