ID,Description_lang
2,Oro massimo posseduto
3,Oro massimo posseduto
5,Cavalcature possedute
6,Numero di cavalcature
8,Usa dei Jack Lanterna Appesantiti per mettere una zucca sulla testa di ciascuna delle razze elencate qui sotto.
9,Nano
10,Gnomo
11,Elfo del Sangue
12,Draenei
13,Umano
14,Elfo della Notte
15,Orco
16,Tauren
17,Troll
18,Non Morto
19,Worgen
20,Goblin
22,Duelli persi
23,Duelli persi
25,Morti totali contro i boss da 25 giocatori di Lich King
26,Demolitore XT-002
27,Freya
28,Mimiron
29,Generale Vezax
30,Yogg-Saron
31,Algalon l'Osservatore
32,Emalon il Guardiano della Tempesta
33,Leviatano delle Fiamme
34,Scagliafusa
35,Maestro della Forgia Ignis
36,Auriaya
37,Hodir
38,Spaccacciaio
39,Invocatore delle Tempeste Brundir
40,Kologarn
41,Thaddius
42,Thane Korth'azz
43,Pezzacarne
44,Zaffirion
45,Kel'Thuzad
46,Dama Blaymeux
47,Barone Fieramorte
48,Noth l'Araldo della Piaga
49,Heigan l'Impuro
50,Archavon il Guardiano della Pietra
51,Anub'rekhan
52,Gluth
53,Gothik il Falciatore
54,Faerlina la Vedova Nera
55,Grobbulus
56,Istruttore Razuvious
57,Loatheb
58,Maexxna
59,Sartharion
60,Anub'arak
61,Dama Soffiamorte
62,Toravon il Guardiano del Ghiaccio
63,Facciamarcia
64,Urlogelido
65,Ser Zeliek
66,Malygos
67,Sire Jaraxxus
68,Fjola Irabianca
69,Sire Ossamorte
70,Araldo della Morte Faucisaure
71,Regina del Sangue Lana'thel
72,Sindragosa
73,Re dei Lich
74,Panzaguasta
75,Professor Putricidio
76,Eydis Iranera
77,Maestro Runico Molgeim
78,Thorim
80,"Hai conquistato il titolo ""Gran Maresciallo""."
81,Gran Maresciallo
83,"Hai conquistato il titolo ""Tenente Comandante""."
84,Tenente Comandante
86,"Hai conquistato il titolo ""Cavaliere""."
87,Cavaliere
89,Volta dei Misteri (Seconda metà delle Segrete Mogu'shan)
90,Quattro Imperatori
91,Elegon
92,Volontà dell'Imperatore
97,Spara 10 Petardi della Celebrazione entro 30 secondi.
98,Spara 10 Petardi della Celebrazione entro 30 secondi
103,Onora le fiamme di Kalimdor.
104,Valtetra
105,Isola Brumacremisi
106,Desolanda
107,Feralas
108,Teldrassil
109,Tanaris
110,Acquemorte
111,Isola Brumazzurra
112,Silitus
113,Fontefredda
114,Rivafosca
115,Savane Meridionali
117,Vinci 10 volte nel Bacino d'Arathi mentre controlli tutte e 5 le bandiere.
118,Vinci 10 volte nel Bacino d'Arathi mentre controlli tutte e 5 le bandiere
120,Sconfiggi Cyanigosa nella Fortezza Violacea in modalità Eroica.
121,Cyanigosa
123,Ottieni un Gran Mammut del Ghiaccio.
