ID,Description_lang
2,Maior quantidade de peças de ouro já possuída
3,Maior quantidade de peças de ouro já possuída:
5,Montarias obtidas
6,Número de montarias
8,Usar a Lanterna de Abóbora com Peso para colocar cabeças de abóboras em cada uma das raças listadas abaixo.
9,Anão
10,Gnomo
11,Elfo Sangrento
12,Draenei
13,Humano
14,Elfo Noturno
15,Orc
16,Tauren
17,Troll
18,Morto-vivo
19,Worgen
20,Goblin
22,Duelos perdidos
23,Duelos perdidos
25,Total de mortes para chefes dos raides de 25 jogadores de Wrath of the Lich King
26,Desconstrutor XT-002
27,Freya
28,Mimiron
29,General Vezax
30,Yogg-Saron
31,"Algalon, o Observador"
32,"Emalon, o Vigia da Tempestade"
33,Leviatã Flamejante
34,Navalhada
35,"Ignis, o Mestre de Caldeira"
36,Auriaya
37,Hodir
38,Rompeaço
39,Tempestário Brundir
40,Kologarn
41,Thaddius
42,Thane Korth'azz
43,Retalhoso
44,Sapphiron
45,Kel'Thuzad
46,Lady Blaumeux
47,Barão Rivendare
48,"Noth, o Pestífero"
49,"Heigan, o Sujo"
50,"Arcavon, o Vigia de Pedra"
51,Anub'Rekhan
52,Gluth
53,"Gothik, o Ceifador"
54,Grã-viúva Faerlina
55,Grobbulus
56,Instrutor Razúvio
57,Repugnaz
58,Maexxna
59,Sartharion
60,Anub'arak
61,Lady Sibilamorte
62,"Toravon, o Vigia de Gelo"
63,Rostorroto
64,Uivagelo
65,Sir Zeliek
66,Malygos
67,Lorde Jaraxxus
68,Fiola Ruinaluz
69,Lorde Medulante
70,Carrasco Saurfang
71,Rainha de Sangue Lana'thel
72,Sindragosa
73,O Lich Rei
74,Tripapútrida
75,Professor Putricida
76,Eydis Ruinatreva
77,Mestre de Runas Molgeim
78,Thorim
80,"Conquistou o título ""Grão-marechal""."
81,Grão-marechal
83,"Conquistou o título ""Tenente-comandante""."
84,Tenente-comandante
86,"Conquistou o título ""Cavaleiro""."
87,Cavaleiro
89,Galeria dos Mistérios (Segunda Metade das Galerias Mogu'shan)
90,Quatro Reis
91,Elegon
92,Vontade do Imperador
97,Disparar 10 Bombinhas do Festival em no máximo 30 segundos.
98,Disparar 10 Bombinhas do Festival em no máximo 30 segundos
103,Reverenciar as chamas de Kalimdor.
104,Vale Gris
105,Ilha Névoa Rubra
106,Desolação
107,Feralas
108,Teldrassil
109,Tanaris
110,Pântano Vadeoso
111,Ilha Névoa Lazúli
112,Silithus
113,Hibérnia
114,Costa Negra
115,Sertões Meridionais
117,Vencer 10 partidas na Bacia Arathi controlando todas as 5 bandeiras.
118,Vencer 10 partidas na Bacia Arathi controlando todas as 5 bandeiras
120,"Derrotar Cyanigosa no Castelo Violeta, no modo Heroico."
121,Cyanigosa
123,Obter um Grande Mamute do Gelo.
124,Grande Mamute do Gelo
125,Grande Mamute do Gelo
126,Grande Mamute do Gelo
127,Grande Mamute do Gelo
129,Vencer na Bacia Arathi por 50 pontos de diferença ou menos.
130,Vencer na Bacia Arathi por 50 pontos de diferença ou menos.
132,Orgulhoso proprietário do Caneco Amarelo da CervaFest 2007.
133,Caneco Amarelo Cheio da Cervafest
134,Caneco Amarelo Cheio da Cervafest
135,Caneco Amarelo Cheio da Cervafest
136,Caneco Amarelo Cheio da Cervafest
137,Caneco Amarelo da CervaFest
138,Caneco Amarelo Cheio da Cervafest
140,Mortes na Ravina Brado Guerreiro
141,Mortes na Ravina Brado Guerreiro
143,Mortes para Drek'Thar
144,Morto por Drek'Thar
146,Itens desencantados
147,Itens desencantados
149,Alcançar 225 pontos de perícia em Primeiros Socorros.
150,Obter 225 pontos de perícia em Primeiros Socorros.
152,Derrotar Kil'jaeden no Platô da Nascente do Sol.
153,Kil'jaeden
154,Coroa de Dath'Remar
155,Elmo de Pureza Arcana
156,Máscara do Caça-fúrias
157,"Apolyon, o Rompe-almas"
158,Manto do Pecado Imperdoável
159,Coifa de Alleria
160,Capuz de Gul'dan
161,Coroa de Anasterian
162,Fulcro do apocalipse
163,Martelo da santificação
164,Protetores de Mão da Aurora
165,Elmo da Retidão Causticante
166,Mancha solar
167,Manoplas do Patrulheiro Talassiano
168,Elmo da Resolução de Uther
169,Forma dúplice
170,"Mantel de Ursol, o Sábio"
171,Colar do Conjurador Negro
172,Capa esfarrapada de Antônidas
