ID,Description_lang,Reward_lang,Title_lang
6,Alcanza el nivel 10.,,Nivel 10
7,Alcanza el nivel 20.,,Nivel 20
8,Alcanza el nivel 30.,,Nivel 30
9,Alcanza el nivel 40.,,Nivel 40
10,Llegaste al nivel 50 antes de la expansión Shadowlands.,,Nivel 50 (Legado)
11,Llegaste al nivel 60 antes de la expansión Shadowlands.,,Nivel 60 (Legado)
12,Llegaste al nivel 70 antes de la expansión Shadowlands.,,Nivel 70 (Legado)
13,Llegaste al nivel 80 antes de la expansión Shadowlands.,,Nivel 80 (Legado)
15,Reúne 15 mascotas únicas.,,Muchas mascotas
16,Eleva tu habilidad sin armas a 400.,,¿Alguien ha pedido un bocadillo de nudillos?
31,Completa una misión diaria durante cinco días consecutivos.,,Una re-misión sencilla
32,Completa 2000 misiones.,,2000 misiones completadas
33,Completa las siguientes tramas de Tundra Boreal.,,La Tundra no tiene nada de aburrida
34,Completa las siguientes tramas de Fiordo Aquilonal.,,He paseado por el Fiordo
35,Completa las siguientes tramas de Cementerio de Dragones.,,El poder del Cementerio de Dragones
36,Completa las siguientes tramas de Zul'Drak.,,El imperio de Zul'Drak
37,Completa las siguientes tramas de Colinas Pardas.,,Mi furia por las pardas
38,Completa las siguientes tramas de Las Cumbres Tormentosas.,,La cima de Las Cumbres Tormentosas
39,Completa las siguientes tramas de la Cuenca de Sholazar.,,Dentro de la Cuenca
40,Completa las siguientes tramas de Corona de Hielo.,,Corona de Hielo: la meta final
41,Completa los logros de misiones de Rasganorte listados a continuación.,,Maestro cultural de Rasganorte
42,Explora las regiones de los Reinos del Este.,,Expedicionario de los Reinos del Este
43,Explora las regiones de Kalimdor.,,Expedicionario de Kalimdor
44,Explora las regiones de Terrallende.,,Explorador de Terrallende
45,Explora las regiones de Rasganorte.,Recompensa: tabardo de explorador,Explorador de Rasganorte
46,"Explora los Reinos del Este, Kalimdor, Terrallende, Rasganorte, las áreas reveladas por el Cataclismo, Pandaria, Draenor, las Islas Quebradas, Kul Tiras y Zandalar.",Título de recompensa: el Explorador,Explorador universal
49,Victorias en el Valle de Alterac,,Victorias en el Valle de Alterac
50,Victorias en el Ojo de la Tormenta,,Victorias en el Ojo de la Tormenta
51,Victorias en la Cuenca de Arathi,,Victorias en la Cuenca de Arathi
52,Batallas en la Garganta Grito de Guerra,,Batallas en la Garganta Grito de Guerra
53,Batallas en el Valle de Alterac,,Batallas en el Valle de Alterac
54,Batallas en el Ojo de la Tormenta,,Batallas en el Ojo de la Tormenta
55,Batallas en la Cuenca de Arathi,,Batallas en la Cuenca de Arathi
60,Muertes propias,,Muertes propias
73,Asalta 3 bases en una sola batalla por la Cuenca de Arathi.,,Deshonrar la Cuenca
94,Misiones abandonadas,,Misiones abandonadas
95,Cantidad media de misiones completadas cada día,,Cantidad media de misiones completadas cada día
97,Misiones diarias completadas,,Misiones diarias completadas
98,Misiones completadas,,Misiones completadas
99,Encuentros en las Ruinas de Lordaeron,,Encuentros en las Ruinas de Lordaeron
100,Victorias en la Arena de Nagrand,,Victorias en la Arena de Nagrand
101,Victorias en la Arena de Nagrand,,Victorias en la Arena de Nagrand
102,Victorias en las Ruinas de Lordaeron,,Victorias en las Ruinas de Lordaeron
103,Victorias en la Arena Filospada,,Victorias en la Arena Filospada
104,Victorias en la Arena Filospada,,Victorias en la Arena Filospada
105,Victorias en la Garganta Grito de Guerra,,Victorias en la Garganta Grito de Guerra
107,Criaturas muertas,,Criaturas muertas
108,Alimañas muertas,,Alimañas muertas
110,Lich King: Jefe asesinado más veces (5 j.),,Lich King: Jefe derrotado más veces (5 j.)
112,Muertes por ahogamiento,,Muertes por ahogamiento
113,Muertes por fatiga,,Muertes por fatiga
114,Muertes por caída,,Muertes por caída
115,Muertes por fuego y lava,,Muertes por fuego y lava
116,"Obtén 150 puntos de habilidad en la categoría ""Clásica"" de una profesión.",,Oficial profesional
121,"Obtén 150 puntos de habilidad en la categoría ""Clásica"" de cocina.",,Oficial cocinero
122,"Obtén 225 puntos de habilidad en la categoría ""Clásica"" de cocina.",,Cocinero experto
123,"Obtén 300 puntos de habilidad en la categoría ""Clásica"" de cocina.",,Cocinero clásico
124,"Obtén 75 puntos de habilidad en la categoría ""Terrallende"" de cocina.",,Cocinero de Terrallende
125,"Obtén 75 puntos de habilidad en la categoría ""Rasganorte"" de cocina.",,Cocinero de Rasganorte
126,"Obtén 150 puntos de habilidad en la categoría ""Clásica"" de pesca.",,Oficial pescador
127,"Obtén 225 puntos de habilidad en la categoría ""Clásica"" de pesca.",,Pescador experto
128,"Obtén 300 puntos de habilidad en la categoría ""Clásica"" de pesca.",,Pescador artesano
129,"Obtén 75 puntos de habilidad en la categoría ""Terrallende"" de pesca.",,Pescador de Terrallende
130,"Obtén 75 puntos de habilidad en la categoría ""Rasganorte"" de pesca.",,Pescador de Rasganorte
131,Consigue 150 puntos de habilidad en primeros auxilios.,,Oficial médico
132,Consigue 225 puntos de habilidad en primeros auxilios.,,Médico experto
133,Consigue 300 puntos de habilidad en primeros auxilios.,,Médico artesano
134,Consigue 375 puntos de habilidad en primeros auxilios.,,Maestro médico
135,Consigue 450 puntos de habilidad en primeros auxilios.,,Gran maestro médico
137,Crea 500 vendas de tejido de Escarcha gruesas.,,Abastecerse
141,Venda a un jugador con vendas de tejido de Escarcha gruesas o cualquier venda de seda de ascuas o lanaviento cuando su salud esté por debajo del 5%.,,Elección final
144,Pesca a El Rondador de abajo en la Caverna Santuario Serpiente.,,El Rondador de arriba
150,Pesca algo en Orgrimmar y Ventormenta.,,El diplomático pescador
153,Pesca un pez en un banco.,,El viejo gnomo y el mar
154,Gana en la Cuenca de Arathi.,,Victoria en la Cuenca de Arathi
155,Completa 100 victorias en la Cuenca de Arathi.,,Veterano de la Cuenca de Arathi
156,Gana 10 batallas por la Cuenca de Arathi en posesión de 5 banderas.,,Dominio territorial
157,Defiende una base en la Cuenca de Arathi 50 veces volviendo a capturar la bandera.,,¡Al rescate!
158,Coge 50 banderas en la Cuenca de Arathi.,,El Capitán y yo lo conseguimos
159,Gana en la Cuenca de Arathi en 6 minutos.,,Hagámoslo
161,Remonta una desventaja de 500 recursos en una batalla por la Cuenca de Arathi y vence.,,Victoria elástica
162,Gana en la Cuenca de Arathi por 50 puntos o menos.,,La victoria estaba clara *ejem*
165,Gana en la Cuenca de Arathi con una puntuación de 1600 a 0.,,Perfección en la Cuenca de Arathi
166,Gana en la Garganta Grito de Guerra.,,Victoria en la Garganta Grito de Guerra
167,Completa 100 victorias en la Garganta Grito de Guerra.,,Veterano de la Garganta Grito de Guerra
168,Gana en la Garganta Grito de Guerra con una puntuación de 3 a 0.,,Perfección en la Garganta Grito de Guerra
178,Fórmulas de encantamiento aprendidas,,Fórmulas de encantamiento aprendidas
181,Objetos desencantados,,Objetos desencantados
183,Materiales producidos al desencantar,,Materiales producidos al desencantar
199,Lleva y captura la bandera de la Garganta Grito de Guerra personalmente.,,Captura la bandera
200,"Como defensor, devuelve 50 banderas en la Garganta Grito de Guerra.",,Defensor persistente
201,Gana en la Garganta Grito de Guerra en menos de 7 minutos.,,Conveniencia Grito de Guerra
202,Coge la bandera y captúrala en menos de 75 segundos.,,Captura rápida
203,"En una sola batalla por la Garganta Grito de Guerra, mata a 2 portadores de la bandera antes de que abandonen la Sala de la Bandera Ala de Plata.",,En mi casa no
204,"En una sola batalla por la Garganta Grito de Guerra, lleva y captura la bandera 3 veces sin morir.",,Hombre de hierro
206,Mata a 100 portadores de la bandera en la Garganta Grito de Guerra.,,Defensor supremo
207,"Mata al enemigo que lleva tu bandera en la sala de la bandera del equipo contrario, mientras la bandera del equipo contrario está en su base, bajo control.",,Salvaste el día
208,Gana en el Ojo de la Tormenta.,,Victoria en el Ojo de la Tormenta
209,Completa 100 victorias en el Ojo de la Tormenta.,,Veterano del Ojo de la Tormenta
211,"Mientras tu equipo controle 4 de las bases del Ojo de la Tormenta, coge la bandera personalmente y captúrala.",,Gloria de la tormenta
212,Lleva y captura la bandera en el Ojo de la Tormenta personalmente.,,Rematar la tormenta
213,Mata a 5 portadores de la bandera en una sola batalla por el Ojo de la Tormenta.,,Soldado de asalto
214,Gana en el Ojo de la Tormenta en menos de 6 minutos.,,Aluvión
216,"En una sola batalla por el Ojo de la Tormenta, captura la bandera 3 veces sin morir.",,Destinado a la gloria
218,Gana en el Valle de Alterac.,,Victoria en el Valle de Alterac
219,Consigue 100 victorias en el Valle de Alterac.,,Veterano del Valle de Alterac
220,Gana en el Valle de Alterac sin perder ninguna torre ni Capitán. También debes controlar todas las torres de la Horda.,,Perfección Pico Tormenta
221,Toma 50 cementerios en el Valle de Alterac.,,Ladrón de tumbas de Alterac
222,Defiende 50 torres en el Valle de Alterac.,,Defensa de torres
223,"En el Valle de Alterac, mata a un enemigo en la Tierra de Disputa antes de que desmonte.",,La gacela enfermiza
224,"En el Valle de Alterac, mata a 50 jugadores enemigos en la Cámara de los Lobo Gélido.",,Leal defensor
225,Gana en el Valle de Alterac mientras tu equipo controla ambas minas.,,Todo cuenta
226,Gana en el Valle de Alterac en 6 minutos.,,El rayo de Alterac
227,Inflige o sana 300000 p. de daño o de salud en cualquier campo de batalla. El daño o la sanación deben realizarse a un jugador.,,Control de daños
229,"Consigue 30 muertes con honor en una sola batalla, en cualquier campo de batalla.",,La parca
230,Completa los logros de campos de batalla listados a continuación.,Título de recompensa: Maestro de batalla,Maestro de batalla
231,"Consigue 20 golpes de gracia en una sola batalla, en cualquier campo de batalla sin morir.",,Bola de demolición
233,Consigue un golpe de gracia bajo los efectos de la ventaja rabiosa en el Ojo de la Tormenta.,,Rabioso sanguinario
238,Consigue una muerte con honor.,,Una muerte con honor
239,Consigue 25000 muertes con honor.,,25000 muertes con honor
245,Asesta un golpe de gracia con honor a cada clase.,,Hace falta clase
246,Asesta un golpe de gracia con honor contra todas las razas de la Horda.,,Conoce a tu enemigo
247,Usa la emoción /abrazo con 1 enemigo muerto antes de que libere su espíritu.,,"Haz el amor, no Warcraft"
248,Descubre la Camisa de esmoquin blanca y los Pantalones de esmoquin negros abriendo huevos de colores vivos durante la celebración del Jardín Noble.,,El traje de domingo
249,Descubre un Vestido elegante abriendo huevos de colores vivos durante la celebración del Jardín Noble.,,Vestido para la ocasión
252,Consigue 50 muertes con honor como pequeño ayudante de la máquina del Maravoltio Invernal.,,Con un poco de ayuda de mis amigos
255,Mata al Jinete decapitado.,,"Tráeme la cabeza de... esto, vaya"
259,Lanza una bola de nieve a Baine Pezuña de Sangre en el festín del Festival de Invierno.,,Avaricioso
260,Crea 12 pulseras de talismanes preciosos.,,Encantador
263,Mata a Ahune en el Recinto de los Esclavos.,,Hiela al Señor de la Escarcha
271,Baila durante 60 segundos en el poste de fuego mientras llevas puesto el conjunto completo del solsticio.,,Baile ardiente en el poste caliente
272,Haz malabarismos con 40 antorchas durante 15 segundos en Dalaran.,,Malabarista
273,Salva a Metzen el Reno.,,"¡Vamos, Metzen!"
275,"Consigue a Willy el Dormilón, el huevo de Egbert, y la collera de entrenamiento de elekk.",,Niñera veterana
277,"Durante el Festival de Invierno, ponte tres prendas de invierno y come pastel de macedonia y carne de Graccu.",,Es la temporada
279,Completa la misión para recuperar los dulces robados de los Pastos de Bosquehumeante y recibe Un agradecimiento de los Pastos de Bosquehumeante.,,Simplemente abominable
281,Habilidad en primeros auxilios,,Habilidad en primeros auxilios
283,Haz que te transformen con las varitas de Halloween listadas a continuación.,,La Mascarada
284,Reúne las 24 máscaras únicas de la lista.,,Una máscara para todas las ocasiones
288,Come dulces de Halloween hasta que te duela la barriga.,,Sácalo
289,Completa todas las misiones para salvar a un poblado del Jinete decapitado.,,El salvador de Halloween
