ID,Name_lang
3,Comedor de Carne
89,Infernal
304,Corcel Vil
305,Garanhão Branco
416,Diabrete
417,Caçador Vil
444,Senhor Porquitcho
721,Coelho
1748,Grão-lorde Bolvar Fordragon
1860,Emissário do Caos
1863,Súcubo
2671,Esquilo Mecânico
2748,Arkhaedas
3524,Lobo Espiritual
3771,Infernarauto Cordúmbria
3823,Corredor Patalmas
3956,Harklan Bosqueluna
4075,Rato
4274,"Fenrus, o Devorador"
4275,Arquimago Arugal
4780,Carneiro Preto
5198,Lobo de Montaria Ártico
7109,Devoto Vil Flamejade
7380,Gato Siamês
7381,Gato Tigrado Cinzento
7382,Gato Tigrado Amarelo
7383,Gato Tigrado Preto
7384,Gato Crespo
7385,Gato Bombaim
7386,Gatinho Branco
7387,Arara-da-asa-verde
7388,Cacatua
7389,Senegal
7390,Cacatua
7391,Arara-jacinto
7392,Galinha Selvagem
7393,Galinha d'Angola Branca
7394,Galinha Ancona
7395,Barata da Cidade Baixa
7543,Dragonetinho Negro
7544,Dragonetinho Carmesim
7545,Dragonetinho Esmeralda
7546,Dragonetinho Brônzeo
7547,Dragonetinho Lazúli
7548,Faelito
7549,Sapo Arborícola
7550,Sapo dos Bosques
7551,Rã Saltadora
7552,Rã da Ilha
7553,Corujão-orelhudo
7554,Coruja da Neve
7555,Falcoruja
7556,Coráquila
7560,Coelho-nevinhal
7561,Cobra Albina
7562,Cobra Marrom
7563,Corredor Azul
7565,Cobra-rei Preta
7566,Cobra Escarlate
7567,Cobra Carmesim
7568,Cobra-de-fita
7569,Cobra d'Água Verde
7570,Fogo-fátuo Élfico
7952,Zjolnir
8376,Frango Mecânico
9656,Bombinha de Estimação
9657,Fumacinho
9662,Dragoletinha
9936,Gatinho Corrompido
10259,Filhote de Worg
10261,Canisvil Ardente
10414,Horror Remendado
10578,Bom'bay
10598,Aranita Queimateia
11236,Papagaio de Sangue
11325,Pandinha
11326,Diablinho
11327,Zergnídeo
11502,Ragnaros
11822,Guardião da Clareira da Lua
11859,Demonarca
12222,Lodo Rastejante
12350,Raptor de Montaria Violeta
12419,Sapo Realista
14042,Rytama
14143,Ar'lia
14305,Órfão Humano
14421,Cão-da-pradaria Castanho
14444,Órfão Orc
14505,Corcel Medonho
14629,Mordelisca Cabeçuda
14630,Mordelisca Couraçada
14631,Mordelisca Verde
14632,Mordelisca Falconil
14633,Mordelisca Albina
14744,Uivador Lobo do Gelo
14755,Pequeno Dragão Verde
14756,Pequeno Dragão Vermelho
14878,Jublinho
15186,Murquinho
15356,Murloquinho Azul
15357,Murloquinho Roxo
15358,Lurky
15359,Murloquinho Rosa
15360,Murloquinho Verde
15361,Murki
15429,Gosmícula Nojenta
15548,Garanhão Espectral
15661,Tubarinho
15698,Ajudante do Papai Inverno
15699,Yeti Mecânico Pacato
15705,Pequeno Ajudante do Inverno
15706,Rena-do-inverno
15710,Bonequinho de Neve
16069,Gurky
16085,Ligeirinho Coração
16445,Terky
16456,Vareta
16547,Ligeirinho
16548,Sr. Remexe
16549,Ratinho Bigodes
16628,Leiloeira Caidori
16701,Espírito do Verão
16800,Grão-Magíster Rommath
16801,Halduron Asaluz
17026,Grommash Grito Infernal
17252,Guarda Vil
17254,Ash'ana
17255,Hipogrifinho
18063,Garrosh
18075,Mannoroth
18377,Mantícora Vermelha Veloz
18381,Dragonete Etéreo
18839,Lagostim Mágico
19044,"Gruul, o Matador de Dragões"
19622,Kael'thas Andassol
19935,Soridormi
20245,Seu Gatinho
20246,Manny
20247,Gatinho
20350,Kel'Thuzad
20408,Morelita de Mana
20472,Coelho Castanho
21008,Mariposa Amarela
21009,Mariposa Vermelha
21010,Mariposa Azul
21018,Mariposa Branca
21055,Falcodraguinho Dourado
21056,Falcodraguinho Azul
21063,Falcodraguinho Prateado
21064,Falcodraguinho Vermelho
21076,Vaga-lume
21266,Assoladorzinho
22174,Trigul
22328,Miniatura de Tanque de Controle Remoto
22445,Aletita
22484,Zeppit
22514,Talbuque de Montaria Branco
22522,Super Thrall
22817,Órfã Elfa Sangrenta
22818,Órfã Draenaia
22943,Lebrervo
23114,Sortudo
23159,Okuno
23198,Sortudo
23220,Assassina Shivarra
23231,Júnior
23234,Bananas
23258,Egberto
23266,Minduim
23274,Fedegoso
23439,Arraia Etérea Faminta
23909,Aboborito Sinistro
23944,Essência de Zul'jin
